觀測時間,測站氣壓,海平面氣壓,氣溫,露點溫度,相對溼度,風速,風向,最大陣風,最大陣風風向,降水量,降水時數,日照時數,全天空日射量,能見度,紫外線指數,總雲量
2012-06-04-23,1003,1003.7,25.5,22.1,82,0.7,270,2.5,290,0,0,N/A,0,9,0,10
2012-06-04-24,1002.3,1003,25.4,21.9,81,0.9,280,2.7,280,0,0,N/A,0,N/A,0,N/A
2012-06-05-01,1002.1,1002.8,25.2,21.7,81,0.4,290,2.9,280,0,0,N/A,0,N/A,0,N/A
2012-06-05-02,1001.9,1002.6,24.9,21.5,81,0.3,270,3.4,290,0,0,N/A,0,9,0,9
2012-06-05-03,1002,1002.7,25.1,21.2,79,0.2,0,3.4,340,T,0.3,N/A,0,N/A,0,N/A
2012-06-05-04,1002.4,1003.1,25.1,21.1,79,1.4,300,5,290,T,0.5,N/A,0,N/A,0,N/A
2012-06-05-05,1002.7,1003.4,24.8,21.1,80,0.5,330,5.4,320,0,0,N/A,0,10,0,10
2012-06-05-06,1002.9,1003.6,25.2,21.2,79,1.8,280,4.2,280,0,0,0,0,N/A,0,N/A
2012-06-05-07,1003.3,1004,25.8,21.4,77,2.2,300,4.6,310,0,0,0,0.28,N/A,0,N/A
2012-06-05-08,1003.4,1004.1,26.9,21.8,74,0.9,310,5,300,0,0,0.1,0.72,15,1,8
2012-06-05-09,1003.6,1004.3,28.8,22.6,69,0.8,310,4.6,290,0,0,0.4,1.5,15,4,7
2012-06-05-10,1003.4,1004.1,30.1,22.8,65,1,320,6.9,340,0,0,0.9,2.38,N/A,7,5
2012-06-05-11,1003.8,1004.5,31.1,22.8,61,1.5,310,5.8,320,0,0,0.9,2.77,18,9,3
2012-06-05-12,1003.6,1004.3,30.7,22.4,61,1.6,320,7.4,340,0,0,1,2.76,N/A,10,3
2012-06-05-13,1003.2,1003.9,31.1,22.8,61,1.4,300,5.4,350,0,0,0.8,2.71,N/A,10,6
2012-06-05-14,1002.9,1003.6,30.5,22.3,62,0.9,320,5.1,340,0,0,0.6,2.27,18,8,9
2012-06-05-15,1003,1003.7,29.7,22.3,65,0.4,340,6.9,360,0,0,0.2,1.54,N/A,5,9
2012-06-05-16,1003,1003.7,28.3,21.1,65,3.5,70,8.2,70,0,0,0.2,1.05,N/A,2,7
2012-06-05-17,1003.1,1003.8,27.4,20.4,66,4.6,90,8.2,80,0,0,0.2,0.7,20,1,5
2012-06-05-18,1003.7,1004.4,26.6,20,67,4.8,90,8.1,90,0,0,0,0.04,N/A,0,N/A
2012-06-05-19,1004.1,1004.8,25.9,20.1,70,5.1,80,10.9,80,0,0,0,0,N/A,0,N/A
2012-06-05-20,1004.8,1005.5,25.4,19.6,70,5.1,80,11.3,90,0,0,N/A,0,18,0,1
2012-06-05-21,1005.2,1005.9,25.2,19.9,72,3.3,100,10.1,70,0,0,N/A,0,18,0,1
2012-06-05-22,1005.5,1006.2,25.1,19.9,73,3.7,110,7.6,120,0,0,N/A,0,N/A,0,N/A
2012-06-05-23,1005.2,1005.9,25.2,19.7,72,4.2,80,8.6,80,0,0,N/A,0,18,0,1
2012-06-05-24,1004.5,1005.2,25,19.8,73,4.4,80,8.6,70,0,0,N/A,0,N/A,0,N/A
2012-06-06-01,1004,1004.7,24.9,20,74,5.3,80,11,70,0,0,N/A,0,N/A,0,N/A
2012-06-06-02,1003.6,1004.3,24.7,20.1,76,4.4,90,8.9,80,0,0,N/A,0,15,0,1
2012-06-06-03,1003.5,1004.2,24.6,20,76,4.2,80,10.4,80,0,0,N/A,0,N/A,0,N/A
2012-06-06-04,1003.5,1004.2,24.6,19.7,74,4,80,8.6,80,0,0,N/A,0,N/A,0,N/A
2012-06-06-05,1003.7,1004.4,24.7,19.7,74,3.4,90,8.2,90,0,0,N/A,0,18,0,9
2012-06-06-06,1003.7,1004.4,24.8,20.1,75,2.9,90,8.3,90,0,0,0,0,N/A,0,N/A
2012-06-06-07,1004,1004.7,25.6,20.7,74,3.5,80,8.3,100,0,0,0,0.3,N/A,0,N/A
2012-06-06-08,1003.8,1004.5,26.6,21.1,72,3.6,80,8.8,100,0,0,0,0.6,18,1,8
2012-06-06-09,1003.7,1004.4,27.5,21.6,70,3.9,80,8.4,90,0,0,0,0.85,18,3,8
2012-06-06-10,1003.6,1004.3,29.3,22.9,68,2.2,80,7.1,90,0,0,0.4,1.82,N/A,6,8
2012-06-06-11,1003.3,1004,30.8,23.7,66,3.3,80,6.3,100,0,0,0.6,2.3,20,8,4
2012-06-06-12,1002.8,1003.5,31.5,23.5,63,3.9,90,6.7,90,0,0,1,3,N/A,10,4
2012-06-06-13,1002.3,1003,31.1,23.6,64,4.4,80,9.3,90,0,0,1,2.98,N/A,10,5
2012-06-06-14,1002.2,1002.9,30.6,23.3,65,6,80,11,90,0,0,0.9,2.67,15,8,8
2012-06-06-15,1002.3,1003,30.7,23.7,66,5,80,11.7,60,0,0,0.8,2.04,N/A,5,6
2012-06-06-16,1002.3,1003,30.2,23.3,67,4.1,80,8.9,70,0,0,0.5,1.45,N/A,3,8
2012-06-06-17,1002.9,1003.6,29.3,22.5,67,3.6,80,9.5,90,0,0,0,0.65,13,1,8
2012-06-06-18,1002.9,1003.6,28.8,22,67,4.7,110,7.8,100,0,0,0,0.03,N/A,0,N/A
2012-06-06-19,1003.4,1004.1,28.2,21.8,68,3.7,80,8.4,70,0,0,0,0,N/A,0,N/A
2012-06-06-20,1003.6,1004.3,27.7,21.7,70,4.2,80,8.6,60,0,0,N/A,0,12,0,9
2012-06-06-21,1003.5,1004.2,27.6,21.7,70,3.3,90,8.1,80,0,0,N/A,0,13,0,8
2012-06-06-22,1003.9,1004.6,27.9,21.7,69,2.3,90,6.4,80,0,0,N/A,0,N/A,0,N/A
2012-06-06-23,1003.7,1004.4,27.7,21.6,69,0.8,110,5.6,80,0,0,N/A,0,12,0,5
2012-06-06-24,1003.4,1004.1,27.5,21.5,70,0.9,120,1.9,90,0,0,N/A,0,N/A,0,N/A
2012-06-07-01,1003.2,1003.9,27.6,21.3,69,1.1,150,2.7,190,0,0,N/A,0,N/A,0,N/A
2012-06-07-02,1002.7,1003.4,27,21.4,71,0.6,180,3,150,0,0,N/A,0,12,0,4
2012-06-07-03,1002.6,1003.3,26.6,21.2,72,0.7,160,1.8,160,0,0,N/A,0,N/A,0,N/A
2012-06-07-04,1002.9,1003.6,26.4,21,72,1.1,180,3.1,170,0,0,N/A,0,N/A,0,N/A
2012-06-07-05,1002.9,1003.6,26.1,21,74,0,0,2.4,180,0,0,N/A,0,7,0,5
2012-06-07-06,1003.2,1003.9,26.8,21.6,73,0.7,240,1.8,260,0,0,0,0,N/A,0,N/A
2012-06-07-07,1003.4,1004.1,27.3,22.5,75,0.9,290,5.1,310,0,0,0,0.05,N/A,0,N/A
2012-06-07-08,1003.4,1004.1,28.4,23.5,75,0.5,210,3.6,210,0,0,0.2,0.73,6,1,7
2012-06-07-09,1003.9,1004.6,30.2,24.2,70,1.1,120,2.6,90,0,0,0.3,1.22,7,3,8
2012-06-07-10,1003.7,1004.4,32.2,25,66,0.5,350,2.8,130,0,0,0.9,2.16,N/A,5,6
2012-06-07-11,1003.4,1004.1,33,24.8,62,0.6,340,4.6,360,0,0,0.8,2.36,6,7,6
2012-06-07-12,1002.9,1003.6,33.8,25.2,61,0.9,330,4.6,290,0,0,0.6,2.18,N/A,7,8
2012-06-07-13,1002.7,1003.4,32.1,24.4,64,1.6,320,6.2,330,0,0,0.1,1.03,N/A,4,8
2012-06-07-14,1002,1002.7,34.4,26,62,0.6,20,6.3,320,0,0,0.5,1.74,6,5,5
2012-06-07-15,1001.4,1002.1,34.7,26,61,0.3,V,3.4,20,0,0,0.6,1.5,N/A,3,6
2012-06-07-16,1001.6,1002.3,32.5,24.6,63,0.9,340,6.5,330,0,0,0.2,0.76,N/A,1,9
2012-06-07-17,1001.9,1002.6,31.6,24,64,0.9,340,5.3,340,0,0,0,0.35,8,0,9
2012-06-07-18,1002.6,1003.3,30.6,23.5,66,1.2,10,5,350,0,0,0,0.06,N/A,0,N/A
2012-06-07-19,1003.5,1004.2,30.4,23.3,66,0.4,360,3.6,350,0,0,0,0,N/A,0,N/A
2012-06-07-20,1004,1004.7,29.9,23.2,67,1.4,30,3.7,360,0,0,N/A,0,8,0,9
2012-06-07-21,1004.1,1004.8,29.7,23.1,68,0.5,V,3.6,350,0,0,N/A,0,10,0,10
2012-06-07-22,1004.2,1004.9,29.7,23.2,68,0.7,100,2,70,0,0,N/A,0,N/A,0,N/A
2012-06-07-23,1004,1004.7,29.3,23.2,70,1.5,130,3,140,0,0,N/A,0,10,0,6
2012-06-07-24,1004.5,1005.2,28.8,23.2,72,1.3,220,2.1,220,0,0,N/A,0,N/A,0,N/A
2012-06-08-01,1004.4,1005.1,28.8,23.6,74,0.8,140,2.3,190,0,0,N/A,0,N/A,0,N/A
2012-06-08-02,1004.2,1004.9,28.4,23.4,74,0.3,120,2.9,100,0,0,N/A,0,10,0,4
2012-06-08-03,1004.3,1005,28.4,23.4,74,1.5,160,3,180,0,0,N/A,0,N/A,0,N/A
2012-06-08-04,1004.1,1004.8,28,23.3,76,0,0,2.3,180,0,0,N/A,0,N/A,0,N/A
2012-06-08-05,1004,1004.7,28,23.3,76,0.3,140,2,170,0,0,N/A,0,7,0,9
2012-06-08-06,1004,1004.7,28.3,23.6,76,0.3,100,2.2,120,0,0,0,0.04,N/A,0,N/A
2012-06-08-07,1003.9,1004.6,29.6,24.6,75,1.1,200,2.5,180,0,0,0.3,0.55,N/A,0,N/A
2012-06-08-08,1003.8,1004.5,30.9,24.7,70,0.5,190,2.5,180,0,0,0.6,1.2,8,2,5
2012-06-08-09,1003.7,1004.4,32,24.1,63,1.1,250,3.6,260,0,0,0.6,1.35,10,3,8
2012-06-08-10,1003.7,1004.4,33.8,24.9,60,2.2,270,7.6,280,0,0,0.7,2.03,N/A,6,8
2012-06-08-11,1003.4,1004.1,33,24.4,61,2.1,300,7.6,280,0,0,0.2,1.19,15,4,9
2012-06-08-12,1003.2,1003.9,33.2,24.7,61,2.5,300,9.5,280,0,0,0.2,1.23,N/A,5,9
2012-06-08-13,1002.7,1003.4,33.2,24.9,62,2.3,300,8.4,280,0,0,0.1,1.09,N/A,4,9
2012-06-08-14,1002.2,1002.9,33.3,24.7,61,2.6,290,9.5,320,0,0,0.1,0.92,15,3,9
2012-06-08-15,1001.9,1002.6,33.7,25.2,61,2.1,300,10.3,290,0,0,0.4,1.63,N/A,5,9
2012-06-08-16,1002.7,1003.4,33.5,25.4,63,1.9,270,8.1,300,0,0,0.3,1.39,N/A,3,9
2012-06-08-17,1003.1,1003.8,30.3,22.5,63,2.8,170,9.3,190,0,0,0,0.39,25,1,9
2012-06-08-18,1002.7,1003.4,29.3,22.6,67,1.1,200,6.1,170,0,0,0,0.1,N/A,0,N/A
2012-06-08-19,1002.7,1003.4,29.4,22.7,67,1.4,170,2.9,120,0,0,0,0,N/A,0,N/A
2012-06-08-20,1002.7,1003.4,28.5,22.8,71,2,170,4.4,130,0,0,N/A,0,20,0,4
2012-06-08-21,1003.5,1004.2,28.4,22.9,72,2.1,170,3.7,180,0,0,N/A,0,20,0,3
2012-06-08-22,1003.7,1004.4,28.1,22.8,73,1.7,180,4.6,170,0,0,N/A,0,N/A,0,N/A
2012-06-08-23,1003.6,1004.3,27.9,22.6,73,2.1,180,3.4,170,0,0,N/A,0,20,0,3
2012-06-08-24,1003.7,1004.4,28,22.3,71,2.3,180,4.1,180,0,0,N/A,0,N/A,0,N/A
2012-06-09-01,1003.6,1004.3,27.5,22.3,73,1.6,150,3.8,180,0,0,N/A,0,N/A,0,N/A
2012-06-09-02,1003.1,1003.8,27.5,22.1,72,1.4,150,3.1,190,0,0,N/A,0,20,0,9
2012-06-09-03,1003,1003.7,27.3,21.9,72,0.9,150,4,180,0,0,N/A,0,N/A,0,N/A
2012-06-09-04,1002.8,1003.5,27,22,74,0.9,180,3,180,0,0,N/A,0,N/A,0,N/A
2012-06-09-05,1002.5,1003.2,26.8,21.9,75,0.3,180,2.2,140,0,0,N/A,0,16,0,8
2012-06-09-06,1003,1003.7,27.3,22,73,1.5,130,2.6,150,0,0,0,0,N/A,0,N/A
2012-06-09-07,1003.3,1004,27.5,22.5,74,1.2,120,3.2,140,0,0,0,0.05,N/A,0,N/A
2012-06-09-08,1003.4,1004.1,28.9,23.2,71,0.5,160,2,130,0,0,0,0.6,18,1,9
2012-06-09-09,1003.1,1003.8,30.5,23.9,68,0.8,220,3.3,220,0,0,0,0.78,18,3,9
2012-06-09-10,1002.9,1003.6,32.4,24.6,64,1.4,250,3.9,250,0,0,0.5,1.81,N/A,6,8
2012-06-09-11,1002.6,1003.3,32.3,24.8,65,1.6,320,5.9,300,0,0,0.2,1.32,12,5,9
2012-06-09-12,1002,1002.7,33.2,24.5,60,1.9,280,6.1,290,0,0,0.1,1.41,N/A,6,9
2012-06-09-13,1001.3,1002,32.6,24.2,61,2.9,290,8.4,290,0,0,0.1,1.08,N/A,4,10
2012-06-09-14,1000.8,1001.5,33.2,24.6,61,3.5,270,9.9,300,0,0,0.4,1.67,12,6,9
2012-06-09-15,999.9,1000.6,33,24.1,60,5.2,280,10.2,280,0,0,0.3,1.5,N/A,4,9
2012-06-09-16,999.9,1000.6,32.6,23.4,58,3.7,270,9.9,250,0,0,0.5,1.45,N/A,3,8
2012-06-09-17,1000.2,1000.9,32.4,23,58,3.6,280,9.5,290,0,0,0,0.2,13,1,9
2012-06-09-18,1000.3,1001,31.5,22.9,60,3.3,280,9.5,290,0,0,0,0.03,N/A,0,N/A
2012-06-09-19,1000.8,1001.5,31.3,22.7,60,1.6,290,9.8,270,0,0,0,0,N/A,0,N/A
2012-06-09-20,1001,1001.7,30.9,22.5,61,1.6,270,5.3,290,0,0,N/A,0,13,0,8
2012-06-09-21,1001.2,1001.9,30.4,22.4,62,0.5,270,7.9,290,0,0,N/A,0,12,0,8
2012-06-09-22,1001.4,1002.1,30.1,22.1,62,1.3,280,4,300,0,0,N/A,0,N/A,0,N/A
2012-06-09-23,1001,1001.7,29.6,22,64,1.3,290,5.8,270,0,0,N/A,0,12,0,6
2012-06-09-24,1000.2,1000.9,29.2,21.9,65,2,260,5.7,250,0,0,N/A,0,N/A,0,N/A
2012-06-10-01,999.6,1000.3,28.9,21.6,65,3.6,270,7.1,280,0,0,N/A,0,N/A,0,N/A
2012-06-10-02,999.2,999.9,28.7,21.7,66,1.3,230,7.7,300,0,0,N/A,0,18,0,8
2012-06-10-03,998.9,999.6,28.4,21.7,67,1.5,220,4.8,210,0,0,N/A,0,N/A,0,N/A
2012-06-10-04,999.4,1000.1,28.5,21.9,68,1.1,260,3,300,0,0,N/A,0,N/A,0,N/A
2012-06-10-05,999.4,1000.1,28.4,21.8,67,0.5,190,2.7,290,0,0,N/A,0,20,0,8
2012-06-10-06,1000.3,1001,28.2,22.6,72,0.9,210,3.6,190,0,0,0,0,N/A,0,N/A
2012-06-10-07,1000.3,1001,28.5,22.7,71,0.9,220,2.5,180,0,0,0,0.19,N/A,0,N/A
2012-06-10-08,999.7,1000.4,30.6,24.3,69,0.6,200,1.9,180,0,0,0.6,1.15,22,2,6
2012-06-10-09,999.6,1000.3,33.1,24.7,61,1.5,170,3.5,160,0,0,1,2.03,20,5,7
2012-06-10-10,999.4,1000.1,33.6,23.6,56,1.8,260,7.5,290,0,0,0.7,1.86,N/A,6,8
2012-06-10-11,998.9,999.6,34.1,23.7,55,4,270,10.7,280,0,0,0.3,1.6,22,6,9
2012-06-10-12,998.5,999.2,33.4,23.7,57,3.2,280,10.5,310,0,0,0.1,1.14,N/A,5,9
2012-06-10-13,997.8,998.5,33,23.6,58,3,280,9.4,290,0,0,0,0.8,N/A,4,9
2012-06-10-14,997.5,998.2,32.9,23.6,58,4.5,280,10.1,290,0,0,0,0.85,20,4,8
2012-06-10-15,997.1,997.8,32.9,23.7,59,3.6,270,9.4,280,0,0,0.5,1.51,N/A,5,9
2012-06-10-16,996.9,997.6,32.5,23.4,59,2.5,290,9.7,290,0,0,0,0.56,N/A,1,9
2012-06-10-17,997.2,997.9,32.2,23.4,60,2.6,260,8.2,280,0,0,0,0.36,18,1,9
2012-06-10-18,997.9,998.6,31.9,23.2,60,3.7,280,10.2,310,0,0,0,0.29,N/A,0,N/A
2012-06-10-19,998.6,999.3,31.2,23,62,3.9,280,8.4,290,0,0,0,0,N/A,0,N/A
2012-06-10-20,999,999.7,30.8,23.1,64,1.6,270,7.8,280,0,0,N/A,0,15,0,6
2012-06-10-21,998.6,999.3,30.6,22.4,62,2.4,280,7.8,280,0,0,N/A,0,15,0,8
2012-06-10-22,998.8,999.5,30.3,22.3,62,3,270,6.6,270,0,0,N/A,0,N/A,0,N/A
2012-06-10-23,998.6,999.3,30.2,22.2,62,3.7,280,8.2,290,0,0,N/A,0,18,0,8
2012-06-10-24,997.7,998.4,29.9,22.4,64,2.5,280,8.8,290,0,0,N/A,0,N/A,0,N/A
2012-06-11-01,997.7,998.4,29.8,22.4,65,3,270,8.4,300,0,0,N/A,0,N/A,0,N/A
2012-06-11-02,996.7,997.4,29.5,22.2,65,1.9,260,6.8,270,0,0,N/A,0,20,0,8
2012-06-11-03,996.7,997.4,29.3,22.1,65,1.2,230,4.7,250,0,0,N/A,0,N/A,0,N/A
2012-06-11-04,996.3,997,29.1,22.1,66,1.4,260,5.6,300,0,0,N/A,0,N/A,0,N/A
2012-06-11-05,996.3,997,29.5,21.9,64,3,270,7.1,270,0,0,N/A,0,20,0,9
2012-06-11-06,996.9,997.6,29.7,22,63,4.7,280,10.6,290,0,0,0,0,N/A,0,N/A
2012-06-11-07,997.1,997.8,29.9,22.5,65,2.8,260,11.7,270,0,0,0,0.14,N/A,0,N/A
2012-06-11-08,997.1,997.8,31.3,23.3,63,4,260,13.9,280,0,0,0.2,0.83,12,2,8
2012-06-11-09,997,997.7,32,23.3,60,5.6,270,14.8,290,0,0,0.2,1.38,13,4,8
2012-06-11-10,996.9,997.6,32.8,23.5,58,4.4,280,19,280,0,0,0.3,1.51,N/A,5,9
2012-06-11-11,996.5,997.2,33.9,24.2,57,7.2,270,19.8,280,0,0,0.8,2.41,12,8,9
2012-06-11-12,996.1,996.8,33.7,24.2,58,5.4,270,17.7,290,0,0,0.3,2.02,N/A,8,9
2012-06-11-13,996,996.7,32.6,24,61,7.3,260,16.8,260,0,0,0.2,1.57,N/A,6,10
2012-06-11-14,995.5,996.2,32.5,24.4,62,4.9,250,19,280,0,0,0.1,1.45,12,6,9
2012-06-11-15,995.4,996.1,32,23.8,62,5.5,250,16.8,240,0,0,0.1,1.13,N/A,4,9
2012-06-11-16,995.5,996.2,31.6,23.5,62,5.9,270,15.1,230,0,0,0,0.58,N/A,2,9
2012-06-11-17,995.1,995.8,31.7,23.3,61,4.9,260,15.7,220,0,0,0,0.49,15,1,9
2012-06-11-18,995,995.7,31.3,23.1,62,6,270,13.9,260,0,0,0,0.06,N/A,0,N/A
2012-06-11-19,995.9,996.6,31,23,63,5.4,260,13.1,290,0,0,0,0,N/A,0,N/A
2012-06-11-20,996,996.7,30.7,22.7,62,4.5,270,13.2,290,0,0,N/A,0,12,0,10
2012-06-11-21,996.8,997.5,30.7,22.8,63,5,260,14.2,290,0,0,N/A,0,12,0,10
2012-06-11-22,997.4,998.1,26.1,21.8,77,1.1,340,10.4,310,3.5,0.5,N/A,0,N/A,0,N/A
2012-06-11-23,997.7,998.4,24.6,21,80,3.8,350,12.2,310,20.5,1,N/A,0,5,0,10
2012-06-11-24,998,998.7,24.4,21.1,82,0.8,20,7.3,360,37,1,N/A,0,N/A,0,N/A
2012-06-12-01,997.1,997.8,24.4,21.4,83,2,170,6.1,180,27.5,1,N/A,0,N/A,0,N/A
2012-06-12-02,997,997.7,24.5,21.3,82,2,190,5.3,170,16,1,N/A,0,2.5,0,10
2012-06-12-03,996.8,997.5,24.3,21.3,83,1.3,150,4.3,170,35,1,N/A,0,N/A,0,N/A
2012-06-12-04,996.5,997.2,24.6,21.5,83,2.1,190,4.5,180,15.5,1,N/A,0,N/A,0,N/A
2012-06-12-05,996.9,997.6,24.6,21.5,83,2.5,170,4,190,34.5,1,N/A,0,2.5,0,10
2012-06-12-06,996.9,997.6,24.8,21.7,83,0.9,160,6.7,200,36.5,1,0,0,N/A,0,N/A
2012-06-12-07,996.6,997.3,25,22,83,0.9,110,3.9,80,55,1,0,0,N/A,0,N/A
2012-06-12-08,997.4,998.1,25,24.2,95,0.5,160,3.9,160,25.5,1,0,0,1.5,0,10
2012-06-12-09,997.5,998.2,25.6,23.3,87,1.3,150,3.6,110,8.5,1,0,0,4,0,10
2012-06-12-10,997.9,998.6,25.5,23,86,1.6,210,5.5,160,4,1,0,0,N/A,0,10
2012-06-12-11,997.4,998.1,25.5,23.2,87,1.2,130,5.2,150,5.5,1,0,0,4,0,10
2012-06-12-12,996.9,997.6,25.6,23.2,87,1.1,120,5,180,T,1,0,0.09,N/A,1,10
2012-06-12-13,996.9,997.6,25.8,23,85,1.5,30,3.9,40,2,1,0,0.22,N/A,1,10
2012-06-12-14,996.7,997.4,25.9,23.3,86,0.9,80,3.1,350,4.5,1,0,0,5,0,10
2012-06-12-15,996.9,997.6,26.3,23.5,85,1.4,90,3.3,100,T,1,0,0.39,N/A,1,10
2012-06-12-16,997,997.7,25.3,22.4,84,5,80,9.6,90,0.5,0.5,0,0.11,N/A,1,10
2012-06-12-17,997.4,998.1,25,21.5,81,4,80,8.5,80,1,0.3,0,0,6,0,10
2012-06-12-18,998.2,998.9,24.6,21.8,84,2.9,90,7.3,70,2,1,0,0,N/A,0,N/A
2012-06-12-19,999,999.7,24.5,21.4,83,2.5,80,7.2,90,T,1,0,0,N/A,0,N/A
2012-06-12-20,999.9,1000.6,24.2,21.2,83,0.7,110,5.1,80,T,0.5,N/A,0,8,0,10
2012-06-12-21,1000.7,1001.4,23.9,21,84,0.9,130,3.4,90,3,0.5,N/A,0,5,0,10
2012-06-12-22,1001.2,1001.9,23.6,20.9,85,1.3,120,3.4,120,1,0.8,N/A,0,N/A,0,N/A
2012-06-12-23,1001,1001.7,23.8,20.9,84,0.9,100,3.6,90,0,0,N/A,0,8,0,10
2012-06-12-24,1000.8,1001.5,24,21.2,84,0.4,60,3,130,0,0,N/A,0,N/A,0,N/A
2012-06-13-01,1000.7,1001.4,23.9,21.3,85,1.3,40,2.7,10,0,0,N/A,0,N/A,0,N/A
2012-06-13-02,1000.3,1001,23.7,20.8,84,1.2,120,3.4,100,0,0,N/A,0,8,0,10
2012-06-13-03,1000.4,1001.1,23.9,20.9,83,0.1,0,4.4,130,0,0,N/A,0,N/A,0,N/A
2012-06-13-04,1000.7,1001.4,23.7,20.8,84,0.5,140,2,120,0,0,N/A,0,N/A,0,N/A
2012-06-13-05,1001,1001.7,23.9,20.7,82,1.3,140,2.7,180,0,0,N/A,0,7,0,10
2012-06-13-06,1001.4,1002.1,24.2,20.7,81,0.6,130,2.5,150,0,0,0,0,N/A,0,N/A
2012-06-13-07,1002.2,1002.9,25.1,21.3,79,1.1,140,2.7,100,0,0,0,0,N/A,0,N/A
2012-06-13-08,1002.4,1003.1,26.4,21.8,76,2.6,90,5.1,110,0,0,0,0.5,6,1,9
2012-06-13-09,1002.7,1003.4,27.7,22.4,73,2.1,80,7.2,80,0,0,0.3,1.48,6,3,9
2012-06-13-10,1002.6,1003.3,27.8,21,67,4.1,80,7.9,80,0,0,0.2,1.39,N/A,4,9
2012-06-13-11,1002.2,1002.9,28.2,21,65,3.5,80,8.1,70,0,0,0.1,1.41,8,5,10
2012-06-13-12,1002.1,1002.8,28.4,20.8,63,2.8,80,8.8,90,0,0,0.1,1.71,N/A,6,10
2012-06-13-13,1001.6,1002.3,28.2,20.4,63,5,80,9.8,90,0,0,0,1.53,N/A,5,10
2012-06-13-14,1001.5,1002.2,28.6,20.9,63,3.5,60,9.1,80,0,0,0.1,1.92,6,6,10
2012-06-13-15,1001,1001.7,29,21.5,64,3.2,100,10,80,0,0,0.1,1.72,N/A,5,10
2012-06-13-16,1001.1,1001.8,27.7,20.7,66,4.8,80,8.7,70,0,0,0,0.85,N/A,2,9
2012-06-13-17,1001.3,1002,27.8,20.6,65,3.7,90,8.9,80,0,0,0,0.6,8,1,9
2012-06-13-18,1001.1,1001.8,27.1,19.3,62,2.4,110,8.2,100,0,0,0,0.19,N/A,0,N/A
2012-06-13-19,1001.5,1002.2,27,18.2,59,4,100,7.7,120,0,0,0,0,N/A,0,N/A
2012-06-13-20,1002,1002.7,26.6,18,59,3,100,7.7,110,0,0,N/A,0,10,0,9
2012-06-13-21,1002.1,1002.8,26.3,19.7,67,4.2,80,10.1,80,0,0,N/A,0,8,0,9
2012-06-13-22,1002.6,1003.3,26.2,20.4,70,5.1,90,9.2,90,0,0,N/A,0,N/A,0,N/A
2012-06-13-23,1002.8,1003.5,26.1,21,74,4.7,80,9.9,90,0,0,N/A,0,6,0,9
2012-06-13-24,1002.1,1002.8,26.1,21.1,74,3.5,80,8.8,90,0,0,N/A,0,N/A,0,N/A
2012-06-14-01,1001.4,1002.1,26,21.2,75,2.8,80,6.8,70,0,0,N/A,0,N/A,0,N/A
2012-06-14-02,1001,1001.7,26.2,21.1,74,3.3,80,6.1,100,0,0,N/A,0,8,0,9
2012-06-14-03,1001,1001.7,26.1,21.1,74,3,80,5.7,100,0,0,N/A,0,N/A,0,N/A
2012-06-14-04,1000.9,1001.6,26.2,21.2,74,2.1,90,4.8,100,0,0,N/A,0,N/A,0,N/A
2012-06-14-05,1001.3,1002,26.2,21.5,75,1.8,90,5.2,80,0,0,N/A,0,8,0,10
2012-06-14-06,1001.5,1002.2,26.2,21.8,77,2.1,100,6.3,100,0,0,0,0,N/A,0,N/A
2012-06-14-07,1002.2,1002.9,26.5,22,76,1.8,120,4.5,90,0,0,0,0,N/A,0,N/A
2012-06-14-08,1002.2,1002.9,27.2,22.4,75,2,80,5.5,100,0,0,0,0.21,9,1,10
2012-06-14-09,1002.2,1002.9,27.8,22.1,71,2.7,100,5.7,100,0,0,0,0.94,12,2,9
2012-06-14-10,1001.8,1002.5,28.7,22.9,71,1.9,100,6.6,90,0,0,0,1.02,N/A,3,10
2012-06-14-11,1002.2,1002.9,26.6,22.1,76,2.2,130,7.2,100,1.5,0.4,0,0.58,4,2,10
2012-06-14-12,1002,1002.7,25.9,22.1,80,1.9,120,4.3,130,6,1,0,0.37,N/A,1,10
2012-06-14-13,1001.4,1002.1,26.2,22.6,81,2.1,90,3.9,70,5,1,0,0.6,N/A,3,10
2012-06-14-14,1001,1001.7,26.4,22.6,80,0.3,80,4.1,80,0.5,1,0,0.6,12,2,10
2012-06-14-15,1000.8,1001.5,26.5,22.4,78,1.1,270,3.5,290,1,1,0,0.33,N/A,1,10
2012-06-14-16,1000.4,1001.1,26,22.4,81,0.9,160,2.3,170,9,1,0,0,N/A,0,10
2012-06-14-17,1000.4,1001.1,26,22.2,80,0.9,130,2.2,110,T,1,0,0,8,0,10
2012-06-14-18,1000.7,1001.4,26.2,22.5,80,0.6,210,1.7,130,1.5,1,0,0,N/A,0,N/A
2012-06-14-19,1000.6,1001.3,26,22.3,80,1.7,140,2.7,160,T,1,0,0,N/A,0,N/A
2012-06-14-20,1000.7,1001.4,26.1,22.5,81,0.7,50,2.5,140,0.5,1,N/A,0,12,0,6
2012-06-14-21,1001.4,1002.1,26,22.6,82,0.5,170,2.3,50,T,1,N/A,0,12,0,9
2012-06-14-22,1001.3,1002,25.8,22.6,83,0.6,60,1.9,30,T,1,N/A,0,N/A,0,N/A
2012-06-14-23,1000.5,1001.2,25.7,22.5,83,0.2,0,1.6,130,T,1,N/A,0,12,0,9
